N,종목명,현재가,전일비,등락률,액면가,부채총계,영업이익,주당순이익
315.0,QV 코스피 변동성 매칭형 양매도 ETN,8010.0,5.0,-0.06%,0.0,,,
316.0,삼성 인버스 2X 천연가스 선물 ETN C,55650.0,290.0,+0.52%,0.0,,,
317.0,HANARO 200,33360.0,505.0,-1.49%,0.0,,,
318.0,한화투자증권,2565.0,25.0,-0.97%,5000.0,105557.0,344.0,-259.0
319.0,SBS,30050.0,450.0,-1.48%,5000.0,5346.0,1856.0,6365.0
320.0,롯데손해보험,1766.0,37.0,-2.05%,1000.0,174772.0,-765.0,-21.0
321.0,JW중외제약,23850.0,650.0,-2.65%,2500.0,4022.0,630.0,1557.0
322.0,신한알파리츠,6170.0,50.0,-0.80%,1000.0,14447.0,305.0,116.0
323.0,삼성화재우,169000.0,800.0,-0.47%,500.0,,,28570.0
324.0,엠씨넥스,29950.0,850.0,-2.76%,500.0,2298.0,107.0,1340.0
325.0,한섬,21750.0,400.0,-1.81%,500.0,3482.0,1683.0,5067.0
326.0,신성이엔지,2600.0,55.0,+2.16%,500.0,3664.0,210.0,267.0
327.0,프레스티지바이오파마,8880.0,170.0,-1.88%,0.0,396.0,-235.0,-1247.0
328.0,화승엔터프라이즈,8800.0,130.0,-1.46%,500.0,8846.0,528.0,-192.0
329.0,유안타증권,2670.0,5.0,+0.19%,5000.0,118628.0,433.0,224.0
330.0,보령,7680.0,80.0,-1.03%,500.0,3760.0,566.0,612.0
331.0,현대홈쇼핑,43950.0,950.0,-2.12%,5000.0,8233.0,1106.0,10419.0
332.0,DI동일,20250.0,100.0,+0.50%,500.0,3811.0,448.0,1564.0
333.0,한국카본,11980.0,130.0,+1.10%,500.0,1812.0,248.0,346.0
334.0,신영증권,56000.0,500.0,-0.88%,5000.0,86636.0,1156.0,5863.0
335.0,삼성SDI우,324500.0,2500.0,-0.76%,5000.0,,,28911.0
336.0,KBSTAR 단기통안채,108255.0,5.0,0.00%,0.0,,,
337.0,동원F&B,27000.0,300.0,+1.12%,1000.0,11879.0,1287.0,5180.0
338.0,KODEX 선진국MSCI World,22035.0,115.0,-0.52%,0.0,,,
339.0,KOSEF 200,33285.0,510.0,-1.51%,0.0,,,
340.0,미래에셋증권2우B,3670.0,40.0,-1.08%,5000.0,,,891.0
341.0,흥아해운,2130.0,80.0,-3.62%,500.0,1818.0,297.0,119.0
342.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),9550.0,80.0,-0.83%,0.0,,,
343.0,쿠쿠홈시스,22600.0,400.0,-1.74%,100.0,2224.0,1199.0,5118.0
344.0,TIGER 단기채권액티브,52190.0,5.0,+0.01%,0.0,,,
345.0,KODEX 코스닥150,13390.0,20.0,-0.15%,0.0,,,
346.0,바이오노트,4940.0,100.0,+2.07%,500.0,1568.0,2954.0,386.0
347.0,동아쏘시오홀딩스,79000.0,900.0,-1.13%,5000.0,7328.0,379.0,3983.0
348.0,동국제강,10100.0,150.0,+1.51%,5000.0,,,
349.0,코람코에너지리츠,5620.0,20.0,-0.35%,500.0,8145.0,236.0,269.0
350.0,부광약품,7000.0,30.0,+0.43%,500.0,1291.0,-2.0,-74.0
351.0,KODEX 미국FANG플러스(H),28980.0,95.0,-0.33%,0.0,,,
352.0,KODEX 미국나스닥100TR,13040.0,35.0,-0.27%,0.0,,,
353.0,SK디앤디,21800.0,450.0,+2.11%,1000.0,14945.0,643.0,2020.0
354.0,ACE 미국나스닥100,15115.0,25.0,-0.17%,0.0,,,
355.0,동아에스티,55200.0,500.0,-0.90%,5000.0,4676.0,167.0,2264.0
356.0,고려제강,18890.0,170.0,-0.89%,1000.0,8052.0,1335.0,2378.0
357.0,제주은행,14590.0,220.0,+1.53%,5000.0,67985.0,270.0,622.0
358.0,쏘카,14270.0,370.0,-2.53%,100.0,3381.0,95.0,-596.0
359.0,SK렌터카,9850.0,10.0,+0.10%,500.0,28256.0,951.0,435.0
360.0,지누스,24550.0,1000.0,-3.91%,500.0,4887.0,656.0,864.0
361.0,LF,15830.0,260.0,-1.62%,5000.0,9272.0,1852.0,4101.0
362.0,TIGER Fn반도체TOP10,8975.0,95.0,-1.05%,0.0,,,
363.0,국도화학,50900.0,900.0,-1.74%,5000.0,6409.0,969.0,5775.0
364.0,삼성 레버리지 WTI원유 선물 ETN,1135.0,15.0,+1.34%,0.0,,,
365.0,세아홀딩스,114300.0,1000.0,+0.88%,5000.0,29154.0,1961.0,32671.0
366.0,ACE 200,33470.0,475.0,-1.40%,0.0,,,
367.0,한화손해보험,3850.0,75.0,-1.91%,5000.0,201153.0,2457.0,1952.0
368.0,알루코,4980.0,10.0,+0.20%,500.0,5063.0,346.0,207.0
369.0,케이씨텍,21450.0,0.0,0.00%,500.0,573.0,603.0,2144.0
370.0,빙그레,44500.0,950.0,-2.09%,5000.0,1935.0,394.0,3349.0
371.0,삼화콘덴서,41900.0,850.0,-1.99%,1000.0,620.0,305.0,2655.0
372.0,KB스타리츠,4245.0,65.0,-1.51%,500.0,4915.0,116.0,
373.0,삼천리,105800.0,400.0,-0.38%,5000.0,34827.0,912.0,18490.0
374.0,송원산업,17810.0,240.0,-1.33%,500.0,5347.0,1851.0,4130.0
375.0,삼양사,41300.0,700.0,-1.67%,5000.0,14187.0,820.0,6259.0
376.0,유니퀘스트,15500.0,140.0,+0.91%,500.0,2629.0,409.0,1320.0
377.0,영진약품,2315.0,70.0,-2.94%,500.0,1132.0,-74.0,-113.0
378.0,NICE,11140.0,190.0,-1.68%,500.0,20583.0,1452.0,842.0
379.0,세아제강,148100.0,2800.0,-1.86%,5000.0,6361.0,2152.0,61830.0
380.0,YG PLUS,6590.0,60.0,+0.92%,500.0,819.0,103.0,226.0
381.0,TIGER 미국달러단기채권액티브,11370.0,40.0,+0.35%,0.0,,,
382.0,유니드,61700.0,300.0,-0.48%,5000.0,5877.0,1479.0,9700.0
383.0,현대그린푸드,12260.0,10.0,+0.08%,500.0,,,
384.0,엘브이엠씨홀딩스,2420.0,60.0,+2.54%,0.0,2555.0,-144.0,-292.0
385.0,CJ CGV,8700.0,140.0,-1.58%,500.0,32084.0,-768.0,-2263.0
386.0,KODEX 반도체,31100.0,510.0,-1.61%,0.0,,,
387.0,신한 레버리지 WTI원유 선물 ETN(H),830.0,10.0,+1.22%,0.0,,,
388.0,LX하우시스,46250.0,350.0,-0.75%,5000.0,17038.0,149.0,-10942.0
389.0,파미셀,6900.0,350.0,-4.83%,500.0,330.0,89.0,111.0
390.0,유진투자증권,4260.0,40.0,+0.95%,5000.0,71008.0,181.0,318.0
391.0,DB,2045.0,100.0,-4.66%,500.0,1293.0,236.0,74.0
392.0,HD현대에너지솔루션,36650.0,150.0,-0.41%,5000.0,2713.0,902.0,5276.0
393.0,STX,13240.0,570.0,-4.13%,2500.0,6394.0,-20.0,-562.0
394.0,TIGER KRX2차전지K-뉴딜,19435.0,430.0,+2.26%,0.0,,,
395.0,티와이홀딩스,8040.0,10.0,+0.12%,500.0,7366.0,224.0,1228.0
396.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,141.0,-30.0,-128.0
397.0,남해화학,8070.0,120.0,-1.47%,1000.0,3809.0,626.0,259.0
398.0,풀무원,10470.0,20.0,+0.19%,500.0,15026.0,263.0,-442.0
399.0,일진전기,10680.0,200.0,+1.91%,1000.0,4946.0,315.0,646.0
400.0,대원강업,6340.0,390.0,+6.55%,500.0,4124.0,221.0,454.0
401.0,일동제약,14560.0,310.0,-2.08%,1000.0,4576.0,-735.0,-1144.0
402.0,신영증권우,55200.0,600.0,+1.10%,5000.0,,,5863.0
403.0,삼성FN리츠,5030.0,40.0,-0.79%,500.0,4784.0,46.0,
404.0,에어부산,3325.0,25.0,-0.75%,1000.0,11012.0,-813.0,-775.0
405.0,코리아써키트,16410.0,390.0,-2.32%,500.0,5418.0,992.0,1265.0
406.0,HJ중공업,4605.0,80.0,+1.77%,5000.0,21827.0,66.0,-783.0
407.0,맵스리얼티1,4130.0,45.0,-1.08%,0.0,,,
408.0,조일알미늄,2985.0,70.0,-2.29%,500.0,1808.0,158.0,-13.0
409.0,한화리츠,5340.0,50.0,+0.95%,500.0,3650.0,118.0,
410.0,KODEX 단기변동금리부채권액티브,107200.0,15.0,+0.01%,0.0,,,
411.0,한국자산신탁,3025.0,40.0,-1.31%,500.0,4314.0,1469.0,1142.0
412.0,롯데정보통신,24350.0,300.0,-1.22%,5000.0,4180.0,343.0,2336.0
413.0,유나이티드제약,23000.0,700.0,-2.95%,500.0,800.0,482.0,2972.0
414.0,HDC,6190.0,100.0,-1.59%,5000.0,67595.0,1585.0,1118.0
415.0,세진중공업,6470.0,200.0,+3.19%,500.0,3425.0,249.0,229.0
416.0,한일홀딩스,11840.0,0.0,0.00%,1000.0,12209.0,1325.0,3757.0
417.0,남양유업,507000.0,0.0,0.00%,5000.0,1643.0,-868.0,-86906.0
418.0,아세아시멘트,9370.0,30.0,-0.32%,500.0,10613.0,1180.0,1840.0
419.0,HL홀딩스,35700.0,500.0,+1.42%,5000.0,12747.0,858.0,363.0
420.0,LG생활건강우,172600.0,7200.0,-4.00%,5000.0,,,12327.0
421.0,풍산홀딩스,35650.0,250.0,+0.71%,5000.0,1782.0,802.0,6887.0
422.0,코오롱플라스틱,9350.0,40.0,-0.43%,1000.0,1313.0,460.0,974.0
423.0,ARIRANG 종합채권(AA-이상)액티브,101370.0,530.0,-0.52%,0.0,,,
424.0,SGC에너지,23950.0,50.0,-0.21%,5000.0,21879.0,2094.0,5809.0
425.0,TIGER 글로벌자율주행&전기차SOLACTIVE,10930.0,150.0,-1.35%,0.0,,,
426.0,BGF,3660.0,55.0,-1.48%,1000.0,2015.0,612.0,449.0
427.0,백광산업,7790.0,250.0,+3.32%,500.0,1939.0,279.0,465.0
428.0,퍼시스,30400.0,400.0,+1.33%,1000.0,719.0,327.0,1992.0
429.0,SOL 종합채권(AA-이상)액티브,100695.0,440.0,-0.44%,0.0,,,
430.0,신도리코,33950.0,350.0,-1.02%,5000.0,848.0,-22.0,4480.0
431.0,이아이디,1392.0,0.0,0.00%,200.0,3844.0,-128.0,-903.0
432.0,일성신약,25500.0,50.0,+0.20%,1000.0,489.0,13.0,9038.0
433.0,휴스틸,6020.0,140.0,-2.27%,1000.0,2972.0,2892.0,5545.0
434.0,E1,49250.0,1050.0,-2.09%,5000.0,28293.0,2787.0,30090.0
435.0,광동제약,6440.0,80.0,+1.26%,1000.0,3850.0,382.0,584.0
436.0,대신증권우,12960.0,20.0,-0.15%,5000.0,,,1152.0
437.0,TIGER 25-10 회사채(A+이상)액티브,50310.0,90.0,-0.18%,0.0,,,
438.0,SNT다이내믹스,10040.0,40.0,+0.40%,2500.0,2719.0,258.0,866.0
439.0,KBSTAR KIS국고채30년Enhanced,66355.0,520.0,-0.78%,0.0,,,
440.0,서울가스,66600.0,1000.0,-1.48%,5000.0,8184.0,33.0,2941.0
441.0,에스엠벡셀,2985.0,70.0,+2.40%,500.0,826.0,34.0,191.0
442.0,LG헬로비전,4280.0,30.0,+0.71%,2500.0,8025.0,538.0,-293.0
443.0,한일현대시멘트,17090.0,10.0,-0.06%,5000.0,2852.0,352.0,2489.0
444.0,교보증권,5100.0,80.0,-1.54%,5000.0,118555.0,517.0,1115.0
445.0,STX엔진,14330.0,70.0,-0.49%,2500.0,5931.0,-88.0,-973.0
446.0,대한제강,13370.0,30.0,-0.22%,1000.0,4220.0,2154.0,3268.0
447.0,한국토지신탁,1305.0,25.0,-1.88%,1000.0,6931.0,533.0,19.0
448.0,남선알미늄,2545.0,45.0,-1.74%,500.0,946.0,-25.0,150.0
449.0,SIMPAC,4985.0,125.0,-2.45%,500.0,3654.0,1189.0,658.0
450.0,조광피혁,49000.0,500.0,+1.03%,5000.0,640.0,5.0,1229.0
451.0,한화3우B,14390.0,10.0,+0.07%,5000.0,,,16923.0
452.0,TYM,7170.0,200.0,-2.71%,2500.0,4477.0,1220.0,2171.0
453.0,KODEX ESG종합채권(A-이상)액티브,103705.0,0.0,0.00%,0.0,,,
454.0,이리츠코크렙,5060.0,50.0,-0.98%,500.0,4513.0,167.0,295.0
455.0,아모레퍼시픽우,30300.0,0.0,0.00%,500.0,,,1511.0
456.0,아이마켓코리아,9530.0,200.0,-2.06%,500.0,8148.0,563.0,634.0
457.0,포스코스틸리온,53000.0,400.0,+0.76%,5000.0,2114.0,382.0,1078.0
458.0,한미글로벌,28850.0,550.0,+1.94%,500.0,1784.0,307.0,2359.0
459.0,일양약품,16490.0,140.0,-0.84%,2500.0,2063.0,404.0,826.0
460.0,SK증권,663.0,11.0,-1.63%,500.0,58235.0,179.0,15.0
461.0,지역난방공사,27050.0,50.0,-0.18%,5000.0,58111.0,-4039.0,-12696.0
462.0,잇츠한불,14280.0,420.0,-2.86%,500.0,302.0,48.0,-173.0
463.0,KODEX 은행,5695.0,50.0,-0.87%,0.0,,,
464.0,한농화성,19950.0,110.0,+0.55%,500.0,728.0,45.0,301.0
465.0,현대퓨처넷,2825.0,5.0,-0.18%,500.0,703.0,95.0,7.0
466.0,수산인더스트리,21700.0,50.0,-0.23%,200.0,1141.0,506.0,3519.0
467.0,KODEX 코스피,25740.0,280.0,-1.08%,0.0,,,
468.0,농심홀딩스,66200.0,800.0,-1.19%,5000.0,3119.0,528.0,8091.0
469.0,KEC,2110.0,10.0,+0.48%,500.0,965.0,180.0,67.0
470.0,스카이라이프,6380.0,0.0,0.00%,2500.0,5038.0,632.0,275.0
471.0,아세아,140200.0,100.0,+0.07%,5000.0,13176.0,2326.0,39184.0
472.0,히어로즈 CD금리액티브(합성),100495.0,15.0,+0.01%,0.0,,,
473.0,메리츠 KIS CD금리투자 ETN,50500.0,0.0,0.00%,0.0,,,
474.0,TRUE KIS CD금리투자 ETN,50495.0,0.0,0.00%,0.0,,,
475.0,동국씨엠,10120.0,110.0,-1.08%,5000.0,,,
476.0,서흥,26100.0,450.0,-1.69%,500.0,4567.0,620.0,2296.0
477.0,아세아제지,33700.0,50.0,-0.15%,5000.0,2307.0,1094.0,9664.0
478.0,삼진제약,21650.0,150.0,-0.69%,1000.0,1307.0,232.0,1888.0
479.0,모토닉,9070.0,40.0,-0.44%,500.0,334.0,138.0,565.0
480.0,대원제약,13610.0,180.0,-1.31%,500.0,2048.0,430.0,1420.0
481.0,KISCO홀딩스,18450.0,130.0,+0.71%,1000.0,2397.0,1979.0,4731.0
482.0,락앤락,5940.0,20.0,-0.34%,500.0,1064.0,23.0,-401.0
483.0,TIGER 미국S&P500선물(H),50510.0,305.0,-0.60%,0.0,,,
484.0,덕양산업,9080.0,140.0,-1.52%,500.0,4318.0,307.0,636.0
485.0,대한제당,3275.0,70.0,-2.09%,500.0,6817.0,381.0,426.0
486.0,KODEX 국고채3년,57430.0,110.0,-0.19%,0.0,,,
487.0,신성통상,2020.0,5.0,+0.25%,500.0,6795.0,1399.0,603.0
488.0,DL건설,13150.0,300.0,-2.23%,5000.0,7481.0,811.0,2617.0
489.0,도화엔지니어링,8580.0,0.0,0.00%,500.0,2553.0,119.0,61.0
490.0,한국쉘석유,222000.0,2000.0,-0.89%,5000.0,594.0,351.0,21513.0
491.0,현대코퍼레이션,21700.0,200.0,-0.91%,5000.0,13947.0,668.0,6167.0
492.0,이연제약,15930.0,250.0,-1.55%,500.0,2369.0,96.0,408.0
493.0,웅진씽크빅,2480.0,35.0,-1.39%,500.0,4259.0,276.0,-7.0
494.0,에이프로젠,1129.0,9.0,-0.79%,500.0,1389.0,-1193.0,-611.0
495.0,콘텐트리중앙,14850.0,730.0,-4.69%,5000.0,18964.0,-716.0,-3343.0
496.0,TIGER 중장기국채,48375.0,145.0,-0.30%,0.0,,,
497.0,한진,19020.0,320.0,-1.65%,5000.0,25588.0,1145.0,1963.0
498.0,TIGER 미국배당다우존스,10030.0,95.0,-0.94%,0.0,,,
499.0,TIGER 리츠부동산인프라,4595.0,30.0,-0.65%,0.0,,,
500.0,동화약품,10100.0,200.0,-1.94%,1000.0,825.0,299.0,991.0
501.0,동국홀딩스,17690.0,1590.0,+9.88%,5000.0,31646.0,7435.0,455.0
502.0,SOL 2차전지소부장Fn,9825.0,135.0,+1.39%,0.0,,,
503.0,한국철강,6510.0,370.0,-5.38%,1000.0,1477.0,1215.0,1686.0
504.0,대동,11490.0,110.0,-0.95%,1000.0,12418.0,883.0,1977.0
505.0,진원생명과학,3535.0,95.0,-2.62%,1000.0,414.0,-401.0,-601.0
506.0,큐로,1168.0,126.0,+12.09%,500.0,829.0,129.0,61.0
507.0,제일약품,18490.0,0.0,0.00%,500.0,3013.0,-135.0,240.0
508.0,삼양패키징,17200.0,180.0,-1.04%,5000.0,2815.0,237.0,705.0
509.0,스틱인베스트먼트,6510.0,80.0,-1.21%,500.0,216.0,103.0,260.0
510.0,경방,9840.0,140.0,+1.44%,500.0,4933.0,319.0,-532.0
511.0,한화갤러리아,1389.0,14.0,-1.00%,500.0,,,
512.0,일진다이아,18950.0,380.0,-1.97%,1000.0,713.0,33.0,-338.0
513.0,현대차증권,8480.0,80.0,-0.93%,5000.0,90084.0,1146.0,1963.0
514.0,SNT홀딩스,16450.0,350.0,+2.17%,500.0,7421.0,1447.0,3890.0
515.0,대상홀딩스,7360.0,130.0,-1.74%,1000.0,24602.0,1438.0,963.0
516.0,KODEX 미국채울트라30년선물(H),8565.0,75.0,-0.87%,0.0,,,
517.0,삼익THK,12630.0,120.0,-0.94%,500.0,2333.0,206.0,581.0
518.0,KBSTAR Fn수소경제테마,9895.0,50.0,-0.50%,0.0,,,
519.0,미래에셋 레버리지 원유선물혼합 ETN(H),6450.0,70.0,+1.10%,0.0,,,
520.0,케이씨,19440.0,140.0,-0.72%,500.0,2139.0,1012.0,6965.0
521.0,광주신세계,33050.0,450.0,-1.34%,1000.0,1235.0,656.0,7216.0
522.0,KODEX 미국달러SOFR금리액티브(합성),10170.0,40.0,+0.39%,0.0,,,
523.0,코오롱모빌리티그룹,4160.0,110.0,+2.72%,500.0,,,
524.0,KBSTAR 미국나스닥100,14620.0,20.0,-0.14%,0.0,,,
525.0,코오롱글로벌,13700.0,140.0,-1.01%,5000.0,22707.0,1667.0,5223.0
526.0,효성화학,81200.0,500.0,-0.61%,5000.0,30165.0,-3367.0,-138429.0
527.0,키다리스튜디오,7000.0,130.0,+1.89%,500.0,1041.0,43.0,-65.0
528.0,환인제약,13890.0,400.0,-2.80%,500.0,354.0,298.0,1221.0
529.0,한국콜마홀딩스,13850.0,50.0,-0.36%,500.0,4188.0,330.0,-511.0
530.0,한솔제지,10770.0,50.0,-0.46%,5000.0,14675.0,1302.0,2201.0
531.0,현대차3우B,106600.0,1600.0,-1.48%,5000.0,,,32878.0
532.0,TIGER 24-04 회사채(A+이상)액티브,50575.0,15.0,+0.03%,0.0,,,
533.0,AK홀딩스,19080.0,0.0,0.00%,5000.0,37220.0,-218.0,-452.0
534.0,한솔테크닉스,7810.0,70.0,+0.90%,5000.0,6319.0,551.0,802.0
535.0,KODEX 23-12 국고채액티브,10255.0,0.0,0.00%,0.0,,,
536.0,ARIRANG 국고채30년액티브,92165.0,315.0,-0.34%,0.0,,,
537.0,BYC,400000.0,5000.0,+1.27%,5000.0,1531.0,253.0,42332.0
538.0,세종공업,8890.0,540.0,-5.73%,500.0,7480.0,321.0,954.0
539.0,아주스틸,9350.0,40.0,-0.43%,500.0,5227.0,46.0,-610.0
540.0,하나제약,13780.0,100.0,+0.73%,500.0,776.0,312.0,1323.0
541.0,동양,1026.0,8.0,-0.77%,500.0,2000.0,79.0,39.0
542.0,다올투자증권,3975.0,220.0,+5.86%,5000.0,85173.0,1070.0,829.0
543.0,SOL 미국배당다우존스,9240.0,50.0,-0.54%,0.0,,,
544.0,NPC,6550.0,20.0,-0.30%,500.0,1829.0,235.0,910.0
545.0,종근당홀딩스,47950.0,450.0,+0.95%,2500.0,5778.0,-329.0,2062.0
546.0,삼영무역,13000.0,70.0,-0.54%,500.0,1122.0,194.0,2979.0
547.0,테이팩스,50500.0,600.0,-1.17%,500.0,496.0,255.0,3283.0
548.0,에이프로젠바이오로직스,358.0,11.0,-2.98%,500.0,1737.0,-54.0,14.0
549.0,코오롱,18870.0,120.0,-0.63%,5000.0,33225.0,3110.0,8186.0
550.0,자이에스앤디,6070.0,120.0,-1.94%,1000.0,12306.0,1989.0,2035.0
551.0,넥센,4385.0,25.0,-0.57%,500.0,25957.0,-225.0,172.0
552.0,일신방직,10040.0,60.0,-0.59%,500.0,2723.0,-160.0,4482.0
553.0,디아이씨,6010.0,180.0,-2.91%,500.0,5047.0,313.0,206.0
554.0,JW홀딩스,3210.0,65.0,-1.98%,500.0,8243.0,1033.0,457.0
555.0,태경비케이,8420.0,310.0,-3.55%,500.0,963.0,319.0,873.0
556.0,TIGER 차이나CSI300,9090.0,25.0,-0.27%,0.0,,,
557.0,미원홀딩스,99900.0,100.0,-0.10%,500.0,2296.0,228.0,6930.0
558.0,세방,11830.0,170.0,-1.42%,500.0,2775.0,451.0,4143.0
559.0,대성홀딩스,14170.0,150.0,-1.05%,1000.0,7865.0,70.0,9126.0
560.0,한국금융지주우,38850.0,600.0,-1.52%,5000.0,,,10249.0
561.0,일진홀딩스,4610.0,10.0,+0.22%,1000.0,6782.0,449.0,346.0
562.0,현대지에프홀딩스,3555.0,25.0,-0.70%,500.0,9892.0,600.0,1460.0
563.0,KBSTAR 미국S&P500,12595.0,45.0,-0.36%,0.0,,,
564.0,한전산업,6950.0,140.0,-1.97%,500.0,618.0,187.0,478.0
565.0,사조대림,24700.0,500.0,-1.98%,5000.0,5644.0,977.0,8228.0
566.0,STX중공업,7910.0,20.0,+0.25%,2500.0,2242.0,113.0,556.0
567.0,태경산업,7720.0,160.0,-2.03%,500.0,2042.0,549.0,694.0
568.0,현대비앤지스틸,14950.0,360.0,-2.35%,5000.0,3330.0,335.0,-740.0
569.0,KODEX CD금리액티브(합성),1004145.0,355.0,+0.04%,0.0,,,
570.0,GS글로벌,2730.0,15.0,-0.55%,2500.0,10127.0,705.0,820.0
571.0,ACE 베트남VN30(합성),17730.0,25.0,-0.14%,0.0,,,
572.0,KPX케미칼,46250.0,100.0,+0.22%,5000.0,1816.0,465.0,8009.0
573.0,CJ4우(전환),52900.0,1500.0,-2.76%,5000.0,,,3656.0
574.0,동성케미컬,4495.0,15.0,-0.33%,1000.0,4105.0,554.0,849.0
575.0,서연,9510.0,150.0,-1.55%,500.0,13196.0,1886.0,3351.0
576.0,무림P&P,3580.0,70.0,-1.92%,2500.0,9414.0,683.0,738.0
577.0,대창단조,7810.0,140.0,+1.83%,500.0,958.0,499.0,1398.0
578.0,부국증권,21450.0,50.0,+0.23%,5000.0,7866.0,605.0,3513.0
579.0,LS네트웍스,2820.0,20.0,+0.71%,5000.0,7486.0,80.0,77.0
580.0,신세계 I&C,12890.0,40.0,-0.31%,500.0,1190.0,375.0,4970.0
581.0,대교,2615.0,5.0,+0.19%,500.0,2623.0,-500.0,-1208.0
582.0,대덕,6500.0,20.0,+0.31%,500.0,4191.0,1969.0,472.0
583.0,NI스틸,7700.0,10.0,-0.13%,500.0,2092.0,677.0,1869.0
584.0,대한제분,128600.0,1700.0,-1.30%,5000.0,3991.0,433.0,26784.0
585.0,삼성 인버스 2X WTI원유 선물 ETN,145.0,0.0,0.00%,0.0,,,
586.0,ACE 단기통안채,101930.0,10.0,-0.01%,0.0,,,
587.0,디아이,7610.0,150.0,-1.93%,500.0,1112.0,112.0,357.0
588.0,TIGER 23-12 국공채액티브,205155.0,10.0,0.00%,0.0,,,
589.0,KBSTAR ESG사회책임투자,10255.0,165.0,-1.58%,0.0,,,
590.0,대성에너지,7790.0,90.0,-1.14%,1000.0,5207.0,9.0,62.0
591.0,교촌에프앤비,8550.0,80.0,+0.94%,500.0,1258.0,88.0,136.0
592.0,금호건설,5780.0,20.0,-0.34%,5000.0,11478.0,559.0,556.0
593.0,KPX홀딩스,50500.0,200.0,-0.39%,5000.0,4490.0,555.0,3459.0
594.0,HDC랩스,8200.0,60.0,+0.74%,500.0,1221.0,123.0,477.0
595.0,하이트진로홀딩스,9160.0,10.0,-0.11%,5000.0,27796.0,2025.0,942.0
596.0,롯데하이마트,8960.0,200.0,-2.18%,5000.0,11689.0,-520.0,-22831.0
597.0,신대양제지,5240.0,10.0,+0.19%,500.0,2272.0,509.0,1280.0
598.0,LS전선아시아,6880.0,10.0,-0.15%,500.0,3487.0,275.0,-162.0
599.0,금강공업,7160.0,110.0,-1.51%,1000.0,6466.0,339.0,1649.0
600.0,성신양회,8500.0,30.0,-0.35%,5000.0,7914.0,18.0,-1020.0
601.0,KSS해운,9020.0,80.0,+0.89%,500.0,12529.0,695.0,1840.0
602.0,JW생명과학,13140.0,440.0,-3.24%,2500.0,1126.0,271.0,1136.0
603.0,제일파마홀딩스,12960.0,40.0,-0.31%,500.0,4459.0,-75.0,-3914.0
604.0,화승인더,3740.0,40.0,-1.06%,500.0,11198.0,733.0,-77.0
605.0,디앤디플랫폼리츠,3210.0,15.0,-0.47%,1000.0,5523.0,111.0,117.0
606.0,이월드,1450.0,18.0,-1.23%,1000.0,1854.0,146.0,45.0
607.0,그린케미칼,8530.0,150.0,-1.73%,500.0,742.0,172.0,-50.0
608.0,KBSTAR 200TR,17875.0,230.0,-1.27%,0.0,,,
609.0,삼성출판사,20350.0,100.0,+0.49%,500.0,359.0,-9.0,1516.0
610.0,경동인베스트,86000.0,800.0,-0.92%,5000.0,1361.0,147.0,4397.0
611.0,와이투솔루션,1109.0,146.0,-11.63%,500.0,441.0,18.0,-51.0
612.0,퍼스텍,4155.0,145.0,+3.62%,500.0,1546.0,31.0,48.0
613.0,KODEX K-메타버스액티브,8520.0,110.0,-1.27%,0.0,,,
614.0,AJ네트웍스,4305.0,30.0,+0.70%,1000.0,11196.0,754.0,62.0
615.0,경인양행,4840.0,75.0,+1.57%,500.0,2821.0,281.0,236.0
616.0,TIGER 일본니케이225,17815.0,95.0,-0.53%,0.0,,,
617.0,두산우,50200.0,600.0,-1.18%,5000.0,,,-33734.0
618.0,선진,8370.0,10.0,+0.12%,500.0,8930.0,706.0,128.0
619.0,흥국화재,3060.0,10.0,-0.33%,5000.0,132461.0,1860.0,3002.0
620.0,삼성제약,2920.0,75.0,-2.50%,500.0,153.0,-140.0,-393.0
621.0,사조산업,39200.0,50.0,-0.13%,5000.0,5234.0,552.0,12631.0
622.0,LG우,64700.0,400.0,-0.61%,5000.0,,,6864.0
623.0,SOL 200TR,11805.0,175.0,-1.46%,0.0,,,
624.0,한세예스24홀딩스,4865.0,5.0,+0.10%,500.0,12054.0,1929.0,205.0
625.0,HLB글로벌,4590.0,185.0,-3.87%,500.0,522.0,-147.0,-262.0
626.0,코람코더원리츠,4785.0,30.0,+0.63%,500.0,3117.0,44.0,62.0
627.0,KBSTAR 단기종합채권(AA-이상)액티브,104525.0,15.0,-0.01%,0.0,,,
628.0,TIGER 반도체,32280.0,635.0,-1.93%,0.0,,,
629.0,KBSTAR IT플러스,18355.0,245.0,-1.32%,0.0,,,
630.0,대성산업,4250.0,170.0,+4.17%,5000.0,11975.0,483.0,-284.0
631.0,금호석유우,63500.0,1600.0,-2.46%,5000.0,,,23912.0
632.0,경농,9810.0,120.0,-1.21%,500.0,1881.0,410.0,1411.0
633.0,예스코홀딩스,31900.0,0.0,0.00%,5000.0,9719.0,3.0,1884.0
634.0,한독,13900.0,110.0,-0.79%,500.0,4893.0,285.0,435.0
635.0,삼성전기우,65800.0,1100.0,-1.64%,5000.0,,,10007.0
636.0,TIGER KRX BBIG K-뉴딜,6505.0,65.0,-0.99%,0.0,,,
637.0,S-Oil우,47000.0,1150.0,-2.39%,2500.0,,,12854.0
638.0,백산,8200.0,50.0,+0.61%,500.0,1587.0,503.0,1787.0
